"Item","QUANTITY","Reference","Value","MFG","MFG P/N","DIST","DIST P/N"
"1","1","J1","~","","","",""
"2","1","R1","120R-1%-0805","YAGEO","RC0805FR-07120RL","Digikey","311-120CRCT-ND"
